tile_id row_start row_num col_start col_num nnz bypass_cache_l bypass_cache_r use_victim_cache
1049 384 16 1088 64 4 1 1 0
1051 384 16 1216 64 1 1 1 0
1054 384 16 1408 64 1 1 1 0
1055 384 16 1472 64 1 1 1 0
1057 384 16 1600 64 3 1 1 0
1059 384 16 1728 64 2 1 1 0
1060 384 16 1792 64 1 1 1 0
1061 384 16 1856 64 1 1 1 0
1063 384 16 1984 64 2 1 1 0
1064 384 16 2048 64 1 1 1 0
1065 384 16 2112 64 3 1 1 0
1066 384 16 2176 64 2 1 1 0
1067 384 16 2240 64 1 1 1 0
1068 384 16 2304 64 4 1 1 0
1070 384 16 2432 64 3 1 1 0
1071 384 16 2496 64 1 1 1 0
1075 400 16 0 64 2 1 1 0
1076 400 16 64 64 2 1 1 0
1077 400 16 128 64 1 1 1 0
1078 400 16 192 64 1 1 1 0
1079 400 16 256 64 2 1 1 0
1080 400 16 320 64 3 1 1 0
1081 400 16 384 64 2 1 1 0
1082 400 16 448 64 3 1 1 0
1083 400 16 512 64 2 1 1 0
1084 400 16 576 64 1 1 1 0
1085 400 16 640 64 2 1 1 0
1086 400 16 704 64 5 1 1 0
1087 400 16 768 64 3 1 1 0
1088 400 16 832 64 1 1 1 0
1090 400 16 960 64 1 1 1 0
1091 400 16 1024 64 2 1 1 0
1092 400 16 1088 64 2 1 1 0
1093 400 16 1152 64 4 1 1 0
1094 400 16 1216 64 1 1 1 0
1095 400 16 1280 64 1 1 1 0
1096 400 16 1344 64 2 1 1 0
1097 400 16 1408 64 1 1 1 0
1098 400 16 1472 64 3 1 1 0
1099 400 16 1536 64 2 1 1 0
1100 400 16 1600 64 3 1 1 0
1101 400 16 1664 64 4 1 1 0
1102 400 16 1728 64 1 1 1 0
1103 400 16 1792 64 5 1 1 0
1104 400 16 1856 64 1 1 1 0
1105 400 16 1920 64 4 1 1 0
1106 400 16 1984 64 1 1 1 0
1107 400 16 2048 64 3 1 1 0
1109 400 16 2176 64 2 1 1 0
1114 400 16 2496 64 2 1 1 0
1115 400 16 2560 64 1 1 1 0
1116 400 16 2624 64 1 1 1 0
1118 416 16 0 64 1 1 1 0
1119 416 16 64 64 3 1 1 0
1121 416 16 192 64 2 1 1 0
1122 416 16 256 64 4 1 1 0
1123 416 16 320 64 3 1 1 0
1124 416 16 384 64 1 1 1 0
1125 416 16 448 64 1 1 1 0
1126 416 16 512 64 6 1 1 0
1129 416 16 704 64 1 1 1 0
1130 416 16 768 64 1 1 1 0
1131 416 16 832 64 1 1 1 0
1133 416 16 960 64 1 1 1 0
1134 416 16 1024 64 1 1 1 0
1136 416 16 1152 64 1 1 1 0
1137 416 16 1216 64 1 1 1 0
1141 416 16 1472 64 2 1 1 0
1143 416 16 1600 64 1 1 1 0
1144 416 16 1664 64 2 1 1 0
1145 416 16 1728 64 4 1 1 0
1146 416 16 1792 64 2 1 1 0
1147 416 16 1856 64 3 1 1 0
1149 416 16 1984 64 5 1 1 0
1151 416 16 2112 64 1 1 1 0
1152 416 16 2176 64 2 1 1 0
1153 416 16 2240 64 1 1 1 0
1156 416 16 2432 64 2 1 1 0
1159 416 16 2624 64 1 1 1 0
1160 416 16 2688 20 2 1 1 0
1161 432 16 0 64 1 1 1 0
1162 432 16 64 64 2 1 1 0
1163 432 16 128 64 1 1 1 0
1164 432 16 192 64 2 1 1 0
1165 432 16 256 64 1 1 1 0
1166 432 16 320 64 1 1 1 0
1167 432 16 384 64 5 1 1 0
1168 432 16 448 64 6 1 1 0
1169 432 16 512 64 1 1 1 0
1170 432 16 576 64 4 1 1 0
1171 432 16 640 64 3 1 1 0
1172 432 16 704 64 5 1 1 0
1173 432 16 768 64 3 1 1 0
1174 432 16 832 64 3 1 1 0
1175 432 16 896 64 3 1 1 0
1176 432 16 960 64 1 1 1 0
1177 432 16 1024 64 2 1 1 0
1178 432 16 1088 64 2 1 1 0
1179 432 16 1152 64 1 1 1 0
1180 432 16 1216 64 1 1 1 0
1181 432 16 1280 64 2 1 1 0
1183 432 16 1408 64 3 1 1 0
1184 432 16 1472 64 5 1 1 0
1185 432 16 1536 64 2 1 1 0
1186 432 16 1600 64 2 1 1 0
1187 432 16 1664 64 2 1 1 0
1189 432 16 1792 64 1 1 1 0
1190 432 16 1856 64 2 1 1 0
1191 432 16 1920 64 8 1 1 0
1192 432 16 1984 64 3 1 1 0
1193 432 16 2048 64 1 1 1 0
1194 432 16 2112 64 2 1 1 0
1195 432 16 2176 64 2 1 1 0
1196 432 16 2240 64 2 1 1 0
1197 432 16 2304 64 1 1 1 0
1198 432 16 2368 64 1 1 1 0
1199 432 16 2432 64 1 1 1 0
1202 432 16 2624 64 1 1 1 0
1204 448 16 0 64 1 1 1 0
1205 448 16 64 64 5 1 1 0
1206 448 16 128 64 3 1 1 0
1207 448 16 192 64 1 1 1 0
1208 448 16 256 64 1 1 1 0
1210 448 16 384 64 1 1 1 0
1211 448 16 448 64 1 1 1 0
1212 448 16 512 64 2 1 1 0
1213 448 16 576 64 1 1 1 0
1214 448 16 640 64 2 1 1 0
1218 448 16 896 64 1 1 1 0
1219 448 16 960 64 1 1 1 0
1220 448 16 1024 64 1 1 1 0
1221 448 16 1088 64 1 1 1 0
1222 448 16 1152 64 2 1 1 0
1223 448 16 1216 64 2 1 1 0
1224 448 16 1280 64 1 1 1 0
1226 448 16 1408 64 1 1 1 0
1228 448 16 1536 64 3 1 1 0
1229 448 16 1600 64 3 1 1 0
1230 448 16 1664 64 4 1 1 0
1232 448 16 1792 64 4 1 1 0
1233 448 16 1856 64 2 1 1 0
1234 448 16 1920 64 3 1 1 0
1235 448 16 1984 64 3 1 1 0
1236 448 16 2048 64 1 1 1 0
1237 448 16 2112 64 1 1 1 0
1238 448 16 2176 64 6 1 1 0
1239 448 16 2240 64 1 1 1 0
1240 448 16 2304 64 4 1 1 0
1242 448 16 2432 64 2 1 1 0
1243 448 16 2496 64 2 1 1 0
1244 448 16 2560 64 1 1 1 0
1247 464 16 0 64 1 1 1 0
1249 464 16 128 64 1 1 1 0
1250 464 16 192 64 2 1 1 0
1251 464 16 256 64 2 1 1 0
1252 464 16 320 64 2 1 1 0
1253 464 16 384 64 1 1 1 0
1254 464 16 448 64 1 1 1 0
1255 464 16 512 64 2 1 1 0
1256 464 16 576 64 1 1 1 0
1257 464 16 640 64 2 1 1 0
1260 464 16 832 64 3 1 1 0
1261 464 16 896 64 2 1 1 0
1262 464 16 960 64 2 1 1 0
1264 464 16 1088 64 3 1 1 0
1265 464 16 1152 64 4 1 1 0
1267 464 16 1280 64 3 1 1 0
1268 464 16 1344 64 2 1 1 0
1271 464 16 1536 64 1 1 1 0
1273 464 16 1664 64 2 1 1 0
1274 464 16 1728 64 2 1 1 0
1275 464 16 1792 64 2 1 1 0
1276 464 16 1856 64 2 1 1 0
1277 464 16 1920 64 1 1 1 0
1278 464 16 1984 64 4 1 1 0
1281 464 16 2176 64 1 1 1 0
1283 464 16 2304 64 2 1 1 0
1284 464 16 2368 64 2 1 1 0
1285 464 16 2432 64 2 1 1 0
1286 464 16 2496 64 1 1 1 0
1287 464 16 2560 64 1 1 1 0
1288 464 16 2624 64 1 1 1 0
1290 480 16 0 64 1 1 1 0
1291 480 16 64 64 3 1 1 0
1292 480 16 128 64 1 1 1 0
1293 480 16 192 64 1 1 1 0
1294 480 16 256 64 1 1 1 0
1296 480 16 384 64 5 1 1 0
1298 480 16 512 64 1 1 1 0
1299 480 16 576 64 1 1 1 0
1300 480 16 640 64 3 1 1 0
1302 480 16 768 64 4 1 1 0
1303 480 16 832 64 2 1 1 0
1304 480 16 896 64 1 1 1 0
1306 480 16 1024 64 1 1 1 0
1307 480 16 1088 64 1 1 1 0
1309 480 16 1216 64 2 1 1 0
1310 480 16 1280 64 4 1 1 0
1311 480 16 1344 64 2 1 1 0
1312 480 16 1408 64 2 1 1 0
1313 480 16 1472 64 1 1 1 0
1316 480 16 1664 64 3 1 1 0
1317 480 16 1728 64 5 1 1 0
1318 480 16 1792 64 6 1 1 0
1319 480 16 1856 64 1 1 1 0
1320 480 16 1920 64 2 1 1 0
1321 480 16 1984 64 2 1 1 0
1322 480 16 2048 64 5 1 1 0
1324 480 16 2176 64 3 1 1 0
1325 480 16 2240 64 1 1 1 0
1326 480 16 2304 64 3 1 1 0
1327 480 16 2368 64 4 1 1 0
1329 480 16 2496 64 2 1 1 0
1330 480 16 2560 64 1 1 1 0
1331 480 16 2624 64 4 1 1 0
1333 496 16 0 64 1 1 1 0
1334 496 16 64 64 1 1 1 0
1336 496 16 192 64 4 1 1 0
1337 496 16 256 64 2 1 1 0
1338 496 16 320 64 2 1 1 0
1339 496 16 384 64 4 1 1 0
1341 496 16 512 64 2 1 1 0
1342 496 16 576 64 2 1 1 0
1344 496 16 704 64 1 1 1 0
1345 496 16 768 64 1 1 1 0
1346 496 16 832 64 1 1 1 0
1348 496 16 960 64 3 1 1 0
1350 496 16 1088 64 2 1 1 0
1351 496 16 1152 64 4 1 1 0
1352 496 16 1216 64 2 1 1 0
1353 496 16 1280 64 2 1 1 0
1354 496 16 1344 64 3 1 1 0
1355 496 16 1408 64 2 1 1 0
1357 496 16 1536 64 1 1 1 0
1358 496 16 1600 64 1 1 1 0
1359 496 16 1664 64 1 1 1 0
1360 496 16 1728 64 2 1 1 0
1361 496 16 1792 64 1 1 1 0
1362 496 16 1856 64 2 1 1 0
1363 496 16 1920 64 7 1 1 0
1364 496 16 1984 64 1 1 1 0
1365 496 16 2048 64 1 1 1 0
1366 496 16 2112 64 2 1 1 0
1368 496 16 2240 64 1 1 1 0
1369 496 16 2304 64 1 1 1 0
1370 496 16 2368 64 3 1 1 0
1371 496 16 2432 64 2 1 1 0
1372 496 16 2496 64 1 1 1 0
1376 512 16 0 64 1 1 1 0
1377 512 16 64 64 3 1 1 0
1378 512 16 128 64 3 1 1 0
1379 512 16 192 64 1 1 1 0
1380 512 16 256 64 1 1 1 0
1381 512 16 320 64 1 1 1 0
1382 512 16 384 64 8 1 1 0
1383 512 16 448 64 2 1 1 0
1384 512 16 512 64 3 1 1 0
1385 512 16 576 64 3 1 1 0
1386 512 16 640 64 2 1 1 0
1387 512 16 704 64 1 1 1 0
1389 512 16 832 64 1 1 1 0
1390 512 16 896 64 2 1 1 0
1391 512 16 960 64 2 1 1 0
1393 512 16 1088 64 1 1 1 0
1394 512 16 1152 64 1 1 1 0
1395 512 16 1216 64 1 1 1 0
1396 512 16 1280 64 1 1 1 0
1397 512 16 1344 64 3 1 1 0
1399 512 16 1472 64 2 1 1 0
1400 512 16 1536 64 2 1 1 0
1401 512 16 1600 64 1 1 1 0
1402 512 16 1664 64 2 1 1 0
1403 512 16 1728 64 1 1 1 0
1405 512 16 1856 64 2 1 1 0
1406 512 16 1920 64 1 1 1 0
1407 512 16 1984 64 3 1 1 0
1408 512 16 2048 64 5 1 1 0
1409 512 16 2112 64 1 1 1 0
1410 512 16 2176 64 4 1 1 0
1413 512 16 2368 64 2 1 1 0
1414 512 16 2432 64 3 1 1 0
1415 512 16 2496 64 1 1 1 0
1420 528 16 64 64 4 1 1 0
1421 528 16 128 64 1 1 1 0
1422 528 16 192 64 1 1 1 0
1423 528 16 256 64 1 1 1 0
1426 528 16 448 64 1 1 1 0
1427 528 16 512 64 1 1 1 0
1428 528 16 576 64 3 1 1 0
1429 528 16 640 64 1 1 1 0
1430 528 16 704 64 2 1 1 0
1431 528 16 768 64 1 1 1 0
1433 528 16 896 64 2 1 1 0
1434 528 16 960 64 3 1 1 0
1437 528 16 1152 64 1 1 1 0
1438 528 16 1216 64 1 1 1 0
1439 528 16 1280 64 1 1 1 0
1440 528 16 1344 64 1 1 1 0
1441 528 16 1408 64 3 1 1 0
1442 528 16 1472 64 1 1 1 0
1443 528 16 1536 64 1 1 1 0
1444 528 16 1600 64 2 1 1 0
1445 528 16 1664 64 2 1 1 0
1446 528 16 1728 64 1 1 1 0
1448 528 16 1856 64 3 1 1 0
1451 528 16 2048 64 1 1 1 0
1452 528 16 2112 64 1 1 1 0
1453 528 16 2176 64 1 1 1 0
1454 528 16 2240 64 1 1 1 0
1455 528 16 2304 64 1 1 1 0
1456 528 16 2368 64 1 1 1 0
1457 528 16 2432 64 1 1 1 0
1458 528 16 2496 64 1 1 1 0
1460 528 16 2624 64 1 1 1 0
1463 544 16 64 64 4 1 1 0
1464 544 16 128 64 1 1 1 0
1465 544 16 192 64 2 1 1 0
1466 544 16 256 64 2 1 1 0
1467 544 16 320 64 1 1 1 0
1468 544 16 384 64 2 1 1 0
1469 544 16 448 64 3 1 1 0
1470 544 16 512 64 1 1 1 0
1471 544 16 576 64 1 1 1 0
1472 544 16 640 64 1 1 1 0
1473 544 16 704 64 1 1 1 0
1474 544 16 768 64 1 1 1 0
1475 544 16 832 64 2 1 1 0
1479 544 16 1088 64 1 1 1 0
1480 544 16 1152 64 3 1 1 0
1483 544 16 1344 64 1 1 1 0
1484 544 16 1408 64 1 1 1 0
1485 544 16 1472 64 2 1 1 0
1486 544 16 1536 64 3 1 1 0
1487 544 16 1600 64 2 1 1 0
1488 544 16 1664 64 3 1 1 0
1489 544 16 1728 64 1 1 1 0
1490 544 16 1792 64 2 1 1 0
1492 544 16 1920 64 1 1 1 0
1493 544 16 1984 64 2 1 1 0
1494 544 16 2048 64 1 1 1 0
1495 544 16 2112 64 2 1 1 0
1496 544 16 2176 64 2 1 1 0
1498 544 16 2304 64 1 1 1 0
1499 544 16 2368 64 1 1 1 0
1502 544 16 2560 64 1 1 1 0
1506 560 16 64 64 2 1 1 0
1507 560 16 128 64 1 1 1 0
1508 560 16 192 64 2 1 1 0
1509 560 16 256 64 3 1 1 0
1511 560 16 384 64 1 1 1 0
1512 560 16 448 64 1 1 1 0
1513 560 16 512 64 3 1 1 0
1514 560 16 576 64 2 1 1 0
1515 560 16 640 64 3 1 1 0
1516 560 16 704 64 2 1 1 0
1517 560 16 768 64 1 1 1 0
1520 560 16 960 64 1 1 1 0
1521 560 16 1024 64 1 1 1 0
1522 560 16 1088 64 1 1 1 0
1524 560 16 1216 64 3 1 1 0
1525 560 16 1280 64 2 1 1 0
1526 560 16 1344 64 2 1 1 0
1527 560 16 1408 64 1 1 1 0
1528 560 16 1472 64 3 1 1 0
1529 560 16 1536 64 1 1 1 0
1530 560 16 1600 64 1 1 1 0
1531 560 16 1664 64 3 1 1 0
1532 560 16 1728 64 2 1 1 0
1533 560 16 1792 64 1 1 1 0
1534 560 16 1856 64 1 1 1 0
1536 560 16 1984 64 4 1 1 0
1540 560 16 2240 64 2 1 1 0
1542 560 16 2368 64 3 1 1 0
1543 560 16 2432 64 2 1 1 0
1544 560 16 2496 64 2 1 1 0
1548 576 16 0 64 2 1 1 0
1549 576 16 64 64 5 1 1 0
1550 576 16 128 64 1 1 1 0
1551 576 16 192 64 1 1 1 0
1552 576 16 256 64 3 1 1 0
1553 576 16 320 64 1 1 1 0
1554 576 16 384 64 3 1 1 0
1555 576 16 448 64 2 1 1 0
1556 576 16 512 64 1 1 1 0
1557 576 16 576 64 1 1 1 0
1558 576 16 640 64 3 1 1 0
1559 576 16 704 64 1 1 1 0
1561 576 16 832 64 2 1 1 0
1562 576 16 896 64 1 1 1 0
1563 576 16 960 64 3 1 1 0
1564 576 16 1024 64 3 1 1 0
1565 576 16 1088 64 3 1 1 0
1566 576 16 1152 64 1 1 1 0
1567 576 16 1216 64 2 1 1 0
1569 576 16 1344 64 1 1 1 0
1570 576 16 1408 64 2 1 1 0
1571 576 16 1472 64 1 1 1 0
1573 576 16 1600 64 3 1 1 0
1575 576 16 1728 64 3 1 1 0
1576 576 16 1792 64 3 1 1 0
1577 576 16 1856 64 1 1 1 0
1578 576 16 1920 64 2 1 1 0
1581 576 16 2112 64 1 1 1 0
1582 576 16 2176 64 2 1 1 0
1583 576 16 2240 64 1 1 1 0
1584 576 16 2304 64 5 1 1 0
1585 576 16 2368 64 1 1 1 0
1586 576 16 2432 64 5 1 1 0
1587 576 16 2496 64 3 1 1 0
1591 592 16 0 64 4 1 1 0
1592 592 16 64 64 2 1 1 0
1593 592 16 128 64 5 1 1 0
1594 592 16 192 64 1 1 1 0
1595 592 16 256 64 3 1 1 0
1596 592 16 320 64 1 1 1 0
1597 592 16 384 64 1 1 1 0
1598 592 16 448 64 2 1 1 0
1599 592 16 512 64 4 1 1 0
1600 592 16 576 64 1 1 1 0
1601 592 16 640 64 2 1 1 0
1602 592 16 704 64 2 1 1 0
1603 592 16 768 64 1 1 1 0
1604 592 16 832 64 2 1 1 0
1606 592 16 960 64 4 1 1 0
1608 592 16 1088 64 6 1 1 0
1609 592 16 1152 64 1 1 1 0
1610 592 16 1216 64 3 1 1 0
1611 592 16 1280 64 3 1 1 0
1612 592 16 1344 64 1 1 1 0
1614 592 16 1472 64 2 1 1 0
1615 592 16 1536 64 1 1 1 0
1616 592 16 1600 64 3 1 1 0
1617 592 16 1664 64 2 1 1 0
1619 592 16 1792 64 3 1 1 0
1620 592 16 1856 64 6 1 1 0
1622 592 16 1984 64 1 1 1 0
1623 592 16 2048 64 1 1 1 0
1624 592 16 2112 64 1 1 1 0
1625 592 16 2176 64 4 1 1 0
1627 592 16 2304 64 2 1 1 0
1628 592 16 2368 64 1 1 1 0
1630 592 16 2496 64 1 1 1 0
1632 592 16 2624 64 1 1 1 0
1633 592 16 2688 20 1 1 1 0
1634 608 16 0 64 2 1 1 0
1635 608 16 64 64 4 1 1 0
1636 608 16 128 64 2 1 1 0
1637 608 16 192 64 3 1 1 0
1638 608 16 256 64 2 1 1 0
1639 608 16 320 64 1 1 1 0
1640 608 16 384 64 1 1 1 0
1641 608 16 448 64 1 1 1 0
1642 608 16 512 64 2 1 1 0
1643 608 16 576 64 1 1 1 0
1645 608 16 704 64 1 1 1 0
1646 608 16 768 64 1 1 1 0
1647 608 16 832 64 3 1 1 0
1648 608 16 896 64 2 1 1 0
1649 608 16 960 64 1 1 1 0
1650 608 16 1024 64 1 1 1 0
1654 608 16 1280 64 1 1 1 0
1655 608 16 1344 64 3 1 1 0
1657 608 16 1472 64 1 1 1 0
1659 608 16 1600 64 1 1 1 0
1661 608 16 1728 64 1 1 1 0
1664 608 16 1920 64 3 1 1 0
1665 608 16 1984 64 2 1 1 0
1666 608 16 2048 64 1 1 1 0
1668 608 16 2176 64 1 1 1 0
1669 608 16 2240 64 3 1 1 0
1670 608 16 2304 64 1 1 1 0
1672 608 16 2432 64 7 1 1 0
1673 608 16 2496 64 2 1 1 0
1676 608 16 2688 20 1 1 1 0
1677 624 16 0 64 1 1 1 0
1679 624 16 128 64 1 1 1 0
1681 624 16 256 64 2 1 1 0
1682 624 16 320 64 1 1 1 0
1683 624 16 384 64 1 1 1 0
1685 624 16 512 64 2 1 1 0
1686 624 16 576 64 1 1 1 0
1689 624 16 768 64 2 1 1 0
1690 624 16 832 64 2 1 1 0
1691 624 16 896 64 2 1 1 0
1692 624 16 960 64 1 1 1 0
1693 624 16 1024 64 2 1 1 0
1695 624 16 1152 64 1 1 1 0
1696 624 16 1216 64 1 1 1 0
1698 624 16 1344 64 1 1 1 0
1699 624 16 1408 64 1 1 1 0
1702 624 16 1600 64 1 1 1 0
1703 624 16 1664 64 2 1 1 0
1704 624 16 1728 64 2 1 1 0
1706 624 16 1856 64 1 1 1 0
1709 624 16 2048 64 1 1 1 0
1710 624 16 2112 64 1 1 1 0
1711 624 16 2176 64 3 1 1 0
1713 624 16 2304 64 2 1 1 0
1714 624 16 2368 64 1 1 1 0
1716 624 16 2496 64 3 1 1 0
1720 640 16 0 64 4 1 1 0
1721 640 16 64 64 1 1 1 0
1724 640 16 256 64 1 1 1 0
1726 640 16 384 64 1 1 1 0
1727 640 16 448 64 3 1 1 0
1728 640 16 512 64 2 1 1 0
1729 640 16 576 64 2 1 1 0
1731 640 16 704 64 3 1 1 0
1732 640 16 768 64 1 1 1 0
1733 640 16 832 64 3 1 1 0
1734 640 16 896 64 2 1 1 0
1737 640 16 1088 64 1 1 1 0
1738 640 16 1152 64 2 1 1 0
1739 640 16 1216 64 5 1 1 0
1741 640 16 1344 64 2 1 1 0
1742 640 16 1408 64 2 1 1 0
1743 640 16 1472 64 2 1 1 0
1744 640 16 1536 64 3 1 1 0
1746 640 16 1664 64 2 1 1 0
1747 640 16 1728 64 1 1 1 0
1748 640 16 1792 64 2 1 1 0
1749 640 16 1856 64 5 1 1 0
1751 640 16 1984 64 3 1 1 0
1752 640 16 2048 64 2 1 1 0
1753 640 16 2112 64 1 1 1 0
1754 640 16 2176 64 1 1 1 0
1757 640 16 2368 64 2 1 1 0
1758 640 16 2432 64 1 1 1 0
1762 640 16 2688 20 1 1 1 0
1764 656 16 64 64 2 1 1 0
1765 656 16 128 64 1 1 1 0
1767 656 16 256 64 3 1 1 0
1768 656 16 320 64 5 1 1 0
1769 656 16 384 64 3 1 1 0
1770 656 16 448 64 2 1 1 0
1771 656 16 512 64 2 1 1 0
1772 656 16 576 64 2 1 1 0
1774 656 16 704 64 1 1 1 0
1775 656 16 768 64 2 1 1 0
1776 656 16 832 64 2 1 1 0
1777 656 16 896 64 2 1 1 0
1778 656 16 960 64 1 1 1 0
1779 656 16 1024 64 3 1 1 0
1780 656 16 1088 64 1 1 1 0
1782 656 16 1216 64 2 1 1 0
1784 656 16 1344 64 1 1 1 0
1788 656 16 1600 64 1 1 1 0
1789 656 16 1664 64 1 1 1 0
1790 656 16 1728 64 2 1 1 0
1791 656 16 1792 64 2 1 1 0
1792 656 16 1856 64 8 1 1 0
1793 656 16 1920 64 1 1 1 0
1794 656 16 1984 64 1 1 1 0
1795 656 16 2048 64 1 1 1 0
1796 656 16 2112 64 3 1 1 0
1797 656 16 2176 64 1 1 1 0
1799 656 16 2304 64 1 1 1 0
1801 656 16 2432 64 3 1 1 0
1802 656 16 2496 64 2 1 1 0
1803 656 16 2560 64 1 1 1 0
1807 672 16 64 64 1 1 1 0
1808 672 16 128 64 1 1 1 0
1810 672 16 256 64 1 1 1 0
1811 672 16 320 64 2 1 1 0
1812 672 16 384 64 1 1 1 0
1813 672 16 448 64 1 1 1 0
1814 672 16 512 64 2 1 1 0
1817 672 16 704 64 1 1 1 0
1819 672 16 832 64 1 1 1 0
1820 672 16 896 64 1 1 1 0
1821 672 16 960 64 1 1 1 0
1822 672 16 1024 64 1 1 1 0
1824 672 16 1152 64 2 1 1 0
1825 672 16 1216 64 1 1 1 0
1826 672 16 1280 64 1 1 1 0
1827 672 16 1344 64 4 1 1 0
1828 672 16 1408 64 2 1 1 0
1830 672 16 1536 64 2 1 1 0
1831 672 16 1600 64 1 1 1 0
1832 672 16 1664 64 3 1 1 0
1835 672 16 1856 64 2 1 1 0
1836 672 16 1920 64 1 1 1 0
1837 672 16 1984 64 2 1 1 0
1839 672 16 2112 64 1 1 1 0
1840 672 16 2176 64 2 1 1 0
1842 672 16 2304 64 3 1 1 0
1843 672 16 2368 64 1 1 1 0
1844 672 16 2432 64 1 1 1 0
1849 688 16 0 64 2 1 1 0
1850 688 16 64 64 2 1 1 0
1851 688 16 128 64 1 1 1 0
1853 688 16 256 64 3 1 1 0
1854 688 16 320 64 1 1 1 0
1855 688 16 384 64 2 1 1 0
1856 688 16 448 64 1 1 1 0
1857 688 16 512 64 1 1 1 0
1858 688 16 576 64 1 1 1 0
1860 688 16 704 64 3 1 1 0
1861 688 16 768 64 4 1 1 0
1863 688 16 896 64 1 1 1 0
1864 688 16 960 64 3 1 1 0
1865 688 16 1024 64 1 1 1 0
1867 688 16 1152 64 1 1 1 0
1868 688 16 1216 64 1 1 1 0
1869 688 16 1280 64 3 1 1 0
1870 688 16 1344 64 2 1 1 0
1872 688 16 1472 64 1 1 1 0
1873 688 16 1536 64 1 1 1 0
1874 688 16 1600 64 1 1 1 0
1875 688 16 1664 64 5 1 1 0
1876 688 16 1728 64 1 1 1 0
1877 688 16 1792 64 1 1 1 0
1879 688 16 1920 64 1 1 1 0
1880 688 16 1984 64 3 1 1 0
1881 688 16 2048 64 5 1 1 0
1882 688 16 2112 64 1 1 1 0
1885 688 16 2304 64 2 1 1 0
1888 688 16 2496 64 2 1 1 0
1890 688 16 2624 64 1 1 1 0
1892 704 16 0 64 2 1 1 0
1894 704 16 128 64 1 1 1 0
1895 704 16 192 64 1 1 1 0
1896 704 16 256 64 3 1 1 0
1898 704 16 384 64 5 1 1 0
1899 704 16 448 64 1 1 1 0
1900 704 16 512 64 2 1 1 0
1901 704 16 576 64 2 1 1 0
1902 704 16 640 64 1 1 1 0
1903 704 16 704 64 1 1 1 0
1904 704 16 768 64 1 1 1 0
1905 704 16 832 64 2 1 1 0
1907 704 16 960 64 2 1 1 0
1908 704 16 1024 64 1 1 1 0
1911 704 16 1216 64 1 1 1 0
1912 704 16 1280 64 1 1 1 0
1913 704 16 1344 64 3 1 1 0
1914 704 16 1408 64 3 1 1 0
1915 704 16 1472 64 1 1 1 0
1917 704 16 1600 64 1 1 1 0
1919 704 16 1728 64 1 1 1 0
1920 704 16 1792 64 3 1 1 0
1921 704 16 1856 64 3 1 1 0
1924 704 16 2048 64 2 1 1 0
1925 704 16 2112 64 3 1 1 0
1926 704 16 2176 64 5 1 1 0
1927 704 16 2240 64 2 1 1 0
1929 704 16 2368 64 1 1 1 0
1930 704 16 2432 64 2 1 1 0
1933 704 16 2624 64 1 1 1 0
1935 720 16 0 64 2 1 1 0
1936 720 16 64 64 2 1 1 0
1937 720 16 128 64 1 1 1 0
1938 720 16 192 64 1 1 1 0
1939 720 16 256 64 2 1 1 0
1940 720 16 320 64 4 1 1 0
1941 720 16 384 64 6 1 1 0
1945 720 16 640 64 4 1 1 0
1946 720 16 704 64 4 1 1 0
1947 720 16 768 64 1 1 1 0
1948 720 16 832 64 1 1 1 0
1949 720 16 896 64 1 1 1 0
1950 720 16 960 64 2 1 1 0
1951 720 16 1024 64 3 1 1 0
1952 720 16 1088 64 2 1 1 0
1953 720 16 1152 64 3 1 1 0
1954 720 16 1216 64 5 1 1 0
1955 720 16 1280 64 3 1 1 0
1956 720 16 1344 64 3 1 1 0
1957 720 16 1408 64 1 1 1 0
1958 720 16 1472 64 1 1 1 0
1959 720 16 1536 64 2 1 1 0
1960 720 16 1600 64 1 1 1 0
1961 720 16 1664 64 2 1 1 0
1962 720 16 1728 64 1 1 1 0
1963 720 16 1792 64 3 1 1 0
1964 720 16 1856 64 2 1 1 0
1965 720 16 1920 64 1 1 1 0
1966 720 16 1984 64 3 1 1 0
1967 720 16 2048 64 5 1 1 0
1969 720 16 2176 64 4 1 1 0
1970 720 16 2240 64 6 1 1 0
1971 720 16 2304 64 1 1 1 0
1972 720 16 2368 64 3 1 1 0
1974 720 16 2496 64 4 1 1 0
1975 720 16 2560 64 2 1 1 0
1976 720 16 2624 64 2 1 1 0
1978 736 16 0 64 1 1 1 0
1979 736 16 64 64 4 1 1 0
1980 736 16 128 64 3 1 1 0
1981 736 16 192 64 1 1 1 0
1982 736 16 256 64 4 1 1 0
1983 736 16 320 64 1 1 1 0
1984 736 16 384 64 3 1 1 0
1986 736 16 512 64 2 1 1 0
1987 736 16 576 64 1 1 1 0
1988 736 16 640 64 1 1 1 0
1989 736 16 704 64 7 1 1 0
1990 736 16 768 64 1 1 1 0
1993 736 16 960 64 4 1 1 0
1994 736 16 1024 64 1 1 1 0
1995 736 16 1088 64 4 1 1 0
1996 736 16 1152 64 3 1 1 0
1997 736 16 1216 64 3 1 1 0
1998 736 16 1280 64 3 1 1 0
1999 736 16 1344 64 4 1 1 0
2000 736 16 1408 64 1 1 1 0
2001 736 16 1472 64 1 1 1 0
2002 736 16 1536 64 5 1 1 0
2003 736 16 1600 64 4 1 1 0
2005 736 16 1728 64 2 1 1 0
2006 736 16 1792 64 1 1 1 0
2007 736 16 1856 64 1 1 1 0
